_id,Fiscal Year,Fund ID,Fund Name,Fund Type,Department ID,Department Name,Department Type,GL Account,GL Description,GL Category,Revenue or Expenditure,Current,Adopted,Actuals
4276,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520112,Banking Services,Other Services and Charges,Expenditures,600,600,34
4277,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520114,Miscellaneous Support Services,Other Services and Charges,Expenditures,186000,186000,74629
4278,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520119,Computer Eq/SW Mnt,Other Services and Charges,Expenditures,37000,37000,875
4279,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520139,Motor Pool Charges,Other Services and Charges,Expenditures,11000,11000,3487
4280,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520510,Mail/Delivery Services,Other Services and Charges,Expenditures,400,400,10
4281,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520520,Printing & Reproduction Services,Other Services and Charges,Expenditures,35000,35000,2091
4282,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520765,Membership & Professional Fees,Other Services and Charges,Expenditures,27200,27200,2125
4283,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520805,Education & Training,Other Services and Charges,Expenditures,25400,26150,4444
4284,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,12700,12700,14017
4285,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,520910,Travel - Non-Training Related,Other Services and Charges,Expenditures,8500,8500,3606
4286,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,521715,Office Equipment Rental,Other Services and Charges,Expenditures,5000,5000,1172
4287,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,521905,Legal Services,Other Services and Charges,Expenditures,425000,155000,61567
4288,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522420,Petty Cash/Change Special Fund,Other Services and Charges,Expenditures,500,500,442
4289,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522430,Misc Other Services & Charges,Other Services and Charges,Expenditures,7250,7250,5161
4290,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522721,Interfund HR Client Services,Other Services and Charges,Expenditures,195890,195890,96330
4291,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522722,Interfund KRONOS Service Chargeback,Other Services and Charges,Expenditures,8387,8387,3288
4292,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,438131,438131,122978
4293,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522725,Interfund Postage,Other Services and Charges,Expenditures,13000,13000,3179
4294,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522726,Interfund - Data Services Exp,Other Services and Charges,Expenditures,124584,124584,62829
4295,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522727,Interfund - Voice Services Exp,Other Services and Charges,Expenditures,41554,41554,14124
4296,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522728,Interfund - Wireless Services Exp,Other Services and Charges,Expenditures,18863,18863,6714
4297,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522729,Interfund - Voice Labor Exp,Other Services and Charges,Expenditures,1976,1976,537
4298,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,29931,29931,10889
4299,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,3970,3970,1276
4300,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522822,Interfund Insurance,Other Services and Charges,Expenditures,9706,9706,167
4301,2023,1000,General Fund,General Funds,9000,Legal Department,Administrative Services,522830,Interfund GIS Services,Other Services and Charges,Expenditures,7366,7366,1442
4302,2023,1000,General Fund,General Funds,1200,Houston Fire Department (HFD),Public Safety,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,6864,0,10842
4303,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,520126,Construction Site Work Services,Other Services and Charges,Expenditures,252500,0,86076
4304,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,521404,HVAC Repair and Replacement,Other Services and Charges,Expenditures,2000,0,12368
4305,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,521409,Fire Alarms and Extinguishers,Other Services and Charges,Expenditures,81430,0,81430
4306,2023,1000,General Fund,General Funds,3600,Parks & Recreation,Human & Cultural Services,521726,Ice Machine Rental,Other Services and Charges,Expenditures,25500,0,12145
4307,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500090,Premium Pay - Civilian,Personnel Services,Expenditures,507,0,507
4308,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,500110,Bilingual Pay - Civilian,Personnel Services,Expenditures,794,0,1752
4309,2023,1000,General Fund,General Funds,5100,Business Opportunity,Administrative Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,12659,0,12659
4310,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511020,Construction Materials,Supplies,Expenditures,1090,0,1090
4311,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511100,Veterinary & Animal Supplies,Supplies,Expenditures,12486,0,12486
4312,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511130,Weapons Munitions & Supplies,Supplies,Expenditures,2885,0,2885
4313,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511135,Recreational Supplies,Supplies,Expenditures,3898,0,3898
4314,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,511145,Small Tools & Minor Equipment,Supplies,Expenditures,16722,0,16722
4315,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520115,Real Estate Lease/Office Rental,Other Services and Charges,Expenditures,500,0,500
4316,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,520905,Travel - Training Related,Other Services and Charges,Expenditures,275,0,1064
4317,2023,1000,General Fund,General Funds,5500,City Council,Administrative Services,521725,Other Rental,Other Services and Charges,Expenditures,1940,0,1940
4318,2023,1000,General Fund,General Funds,6400,Finance,Administrative Services,522815,Intfd Print Shop Services,Other Services and Charges,Expenditures,15000,0,8790
4319,2023,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,511120,Clothing,Supplies,Expenditures,2976,0,2976
4320,2023,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,511125,Food Supplies,Supplies,Expenditures,2810,0,2999
4321,2023,1000,General Fund,General Funds,8000,Human Resources Dept.,Administrative Services,520100,Temporary Personnel  Services,Other Services and Charges,Expenditures,10900,0,11030
4322,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,522724,Interfund - Application Services Exp,Other Services and Charges,Expenditures,3000,0,3000
4323,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,532020,Transfers to Capital Projects,Debt Service and Other Uses,Expenditures,76609,0,76609
4324,2023,1000,General Fund,General Funds,9900,Citywide General Government,General Government,560010,Capital Expenditure - Land,Equipment,Expenditures,5500000,0,5279479
4325,2023,1001,Project Cost Recovry,Service Chargeback Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,17000,0,17000
4326,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,4140,0,1140
4327,2023,1002,Central Service,Service Chargeback Funds,8000,Human Resources Dept.,Administrative Services,522805,Interfund Network Services,Other Services and Charges,Expenditures,31408,0,14632
4328,2023,1005,Fleet Management,Service Chargeback Funds,6700,Fleet Management Department,Revolving Funds,560810,Cap Exp-Controlled Equipment,Equipment,Expenditures,21879,0,2392
4329,2023,2100,Park Special Rev.,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521726,Ice Machine Rental,Other Services and Charges,Expenditures,4500,0,1946
4330,2023,2105,M.R.R Fund,Special Revenue Funds,2500,General Services Department,Development & Maintenance Services,521705,Equipment Rental,Other Services and Charges,Expenditures,700000,0,-26649
4331,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,511135,Recreational Supplies,Supplies,Expenditures,14249,0,14184
4332,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520127,Structural Construction Work Services,Other Services and Charges,Expenditures,10000,0,1750
4333,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,520157,Computer Software Maintenance Services,Other Services and Charges,Expenditures,112100,0,111693
4334,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,521320,Early Payment Discount,Other Services and Charges,Expenditures,-1500,0,-3207
4335,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,522305,Freight Charges,Other Services and Charges,Expenditures,500,0,315
4336,2023,2105,M.R.R Fund,Special Revenue Funds,3600,Parks & Recreation,Human & Cultural Services,551010,Non-Capital Office Furniture & Equipment,Non-Capital Equipment,Expenditures,9500,0,5229
4337,2023,2201,Police Special Svcs,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,511115,Vehicle Repair & Maintenance Supplies,Supplies,Expenditures,108580,0,89145
4338,2023,2202,Asset Forfeiture Fund,Special Revenue Funds,1000,Houston Police Department-HPD,Public Safety,560230,Cap Exp - Computer HW and Developed SW,Equipment,Expenditures,32184,0,25138
4339,2023,2301,Building Inspection,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521730,Parking Space Rental,Other Services and Charges,Expenditures,5100,0,182
4340,2023,2302,Stormwater Fund,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,560210,Cap Exp - Furniture Fixtures and Equipment,Equipment,Expenditures,94350,0,35368
4341,2023,2311,DDSRF - Ad Valorem Tax,Special Revenue Funds,2000,Houston Public Works - HPW,Development & Maintenance Services,521405,Building Maintenance Services,Other Services and Charges,Expenditures,72010,0,112133
